-16239.87727304,[-8206.95214679],[-67507.26524407]
-80919.80160578,[ 57365.99103182],[-61399.12062303]
-18951.40762983,[ 91930.03650942],[-99947.37701566]
-77892.06862895,[-11553.07718959],[-51569.68730343]
-37281.94159165,[-48705.474997],[ 22784.84421755]
-79866.01229129,[-1349.71974395],[-37083.23153197]
 67863.53160283,[-67072.25722015],[ 63164.62890698]
-28467.98171194,[ 23966.41877964],[ 61860.04263512]
-34289.33651957,[ 36896.1444614],[-88841.4983598]
 58738.38459683,[-7688.52460469],[ 33153.56415894]
-66386.70420738,[ 29005.24058921],[-55277.04607973]
 70919.99239573,[ 54816.83740537],[-44670.48811542]
 10741.37697209,[ 87917.1260318],[-93633.53275237]
-91783.84074008,[ 5582.83695732],[-47680.84725947]
-85673.87500447,[-20712.85389751],[ 79952.85397563]
 55211.33037053,[-38851.56073555],[-35743.8226799]
-94361.77464423,[-86699.56687569],[-98447.405965]
-93084.07947371,[-29774.30857666],[ 23980.1998736]
 82004.30290974,[-10503.73547974],[ 82090.18014392]
 11297.28320223,[-20547.73107764],[ 64149.92377492]
-87647.03306842,[-95804.38180997],[-92586.9915904]
-9348.88240297,[ 99370.44467345],[ 60120.27538408]
-51343.43454993,[ 19430.54800613],[ 14178.74897923]
 14170.14694218,[ 78048.02068063],[-27022.25943635]
 88536.93225449,[-59521.69931274],[ 31766.48029176]
-81309.10665712,[ 63300.13252229],[ 59579.67515575]
 70163.52768968,[-61488.3707759],[-96746.6532487]
-61493.67073986,[ 2218.81711619],[ 6242.13966119]
-59697.77829164,[ 16196.88242653],[ 32490.4644537]
 8880.95122763,[-14724.71614494],[ 33580.48782226]
-98119.468901,[ 36519.35292245],[-31819.98029906]
-61513.48143368,[-37409.74415556],[ 14896.08910405]
 20692.54585774,[-71531.78607245],[ 78810.19044088]
-86808.32501174,[ 91880.02015851],[-95641.69209509]
 72117.26196256,[ 49217.72403952],[ 51490.39599643]
 83911.23342645,[ 40934.20526364],[-80844.8954241]
-40412.78713056,[-3330.91627902],[-58918.84624851]
 60623.42731751,[ 30715.7551619],[-69614.34969336]
-30105.3103256,[ 64178.78203952],[ 30943.43524942]
-78119.02937555,[ 22967.0546465],[ 6825.13963136]
 69904.31677356,[-941.61911016],[ 7285.61298502]
 78974.34952786,[ 14823.22838019],[-88603.79722275]
 99490.30099936,[ 23010.23492914],[ 78100.51758159]
 46271.78779262,[ 67596.86651517],[-53972.32539162]
 40577.22036805,[ 97952.09241654],[-98739.28999093]
-73230.09127997,[ 35814.87663994],[ 16698.46342319]
 84927.26141996,[-96267.10999488],[ 37302.6699929]
-77616.27013928,[-28638.52798142],[-62131.36934105]
 52043.62937702,[-48058.5784362],[ 31726.76152833]
 31600.66343625,[-24073.02625044],[ 47956.92019896]
 2546.78489718,[ 91100.06669497],[-79339.01739237]
-90764.92440878,[-8089.39635954],[-28173.54120938]
 95798.50140845,[-78430.47989297],[ 73305.31856265]
-28523.81032382,[-23483.64278492],[ 68942.08334639]
 99011.11442561,[-69273.27986285],[ 12436.94201931]
-80355.05059585,[ 56407.8902989],[ 82695.63378855]
 62884.41735029,[-82087.20626426],[-25779.3257166]
-91678.38622755,[-3489.91282539],[ 58792.15380226]
 91519.48092877,[-15854.37083277],[-85601.45505451]
-8169.70211504,[ 21073.31234877],[ 69138.39978468]
-63748.42798505,[-21924.46757178],[-65431.4598063]
-92331.77331689,[-61029.72642867],[-88840.88041326]
 97776.62195346,[ 16996.23880883],[ 70268.55621453]
-31667.41003989,[ 6406.17696813],[-5719.87831891]
-7625.648575,[ 90235.514285],[ 75237.84361105]
 78107.466856,[-57378.77077501],[ 77109.69030372]
-16492.11665674,[-34100.48923344],[-1792.57855182]
 19182.88598651,[-93570.85493823],[-42977.77245316]
-9824.54265651,[-28734.33497479],[ 31724.46078501]
 13490.04120444,[ 81292.92196771],[ 9987.29880322]
 9188.23947749,[-18789.82350448],[ 72021.30979976]
-80797.0316745,[-33196.75119706],[ 22051.86575625]
 10930.49036066,[-2862.40346666],[-32921.14485802]
 51187.4928336,[-94617.99288103],[-71072.45096815]
 21466.68244387,[ 24128.19034217],[ 98643.46357444]
 8048.04151778,[ 56003.15669437],[ 29578.62055359]
 30807.19492485,[-84985.96485474],[ 37434.27514146]
-94067.85879814,[ 79654.0624013],[-16407.60176123]
-38775.62939915,[ 84123.760915],[ 2844.54641793]
 22894.22817674,[-14781.37417194],[ 4035.05651971]
-12916.13074236,[-5353.70403341],[-24925.42801344]
 93493.5705147,[-478.9260789],[-62419.76546687]
 66020.2884264,[ 15956.34283469],[ 31471.17831138]
-37579.15036867,[-77142.01241461],[ 2024.69430507]
-36354.2024064,[ 50426.40399299],[-28929.56137261]
-28767.43220852,[-35637.90166235],[ 40943.94845858]
 75042.11629899,[-53106.31957197],[ 79063.34003911]
-70035.90724419,[ 68845.46635858],[-83883.33252942]
 11004.20814219,[ 69891.04317538],[ 94004.00595124]
-77680.07627901,[-10457.3155679],[ 59137.77865731]
-26964.00094094,[ 83572.35064916],[-3026.05640697]
-41234.57108321,[ 46970.82778612],[ 89963.57811546]
 25340.81377094,[-3164.48210761],[ 58343.72582965]
-4791.91664651,[-57751.45240422],[ 85463.95126833]
-76137.15793313,[ 17007.21173314],[-77497.23101963]
 30325.09253844,[-96684.20821899],[ 34812.11284856]
-52988.87150448,[-66674.02619319],[ 6268.4744079]
-43240.91045736,[ 76517.25287616],[-66542.77526136]
 24304.7901074,[-45704.30795442],[-50030.62085914]
-67646.75116584,[ 21863.29059489],[-30015.4092204]
-39949.22331804,[-82356.95494909],[-8190.82878561]
-85337.69345444,[ 50969.12152041],[-35437.39625161]
-71432.88970582,[-38848.6477264],[ 65789.58453802]
-61737.31393858,[-16930.27357215],[-88359.55595582]
 44267.32067038,[ 98877.83915768],[-18127.5492571]
 62523.83908067,[-14013.98912042],[ 7035.24549278]
-28756.45864571,[ 56191.10442444],[ 15372.9224578]
-88256.99231476,[-71363.73010939],[-63250.94919871]
-6873.13100575,[ 89686.08877026],[-19764.08688035]
-55577.82357277,[-15127.60272721],[-12929.01754102]
 69727.41385035,[-15111.20877623],[-84398.80983614]
 39586.31766598,[-13888.92505834],[-68568.14143719]
-3405.70507476,[ 67923.76865375],[-70323.30571707]
 67539.35166617,[-69123.2018339],[-26725.95886921]
-66134.42638246,[ 56881.31919913],[ 26250.85768027]
-66918.01877669,[ 38618.73158371],[ 28973.09442759]
 97603.51141596,[-27079.56415684],[-66633.27652529]
-76581.95561662,[ 72202.71280467],[ 73820.98285142]
-39082.28367828,[-11851.81554897],[-93952.68044271]
-10860.13793661,[ 32200.16804184],[-60883.41970822]
-21192.40331679,[-98169.61072405],[-39686.2327941]
-29632.64129417,[-96499.39456453],[-12816.79179232]
-71399.75368296,[ 15006.23494358],[ 60532.2142378]
 52462.41293763,[-49495.90895692],[-41638.88413199]
-99837.74608678,[ 37793.22150091],[ 93965.00242021]
 77005.43892133,[ 26235.09579126],[-76692.97312488]
 64026.51198993,[-69056.67505261],[ 40856.83397944]
-41942.48669658,[ 8044.945328],[ 53573.60530475]
-98321.23803625,[-51327.32187526],[ 32164.10264588]
-24207.48054014,[ 90324.30545526],[-6662.12080646]
-64259.2324737,[-11722.21634649],[ 11791.8096914]
-18573.24865092,[ 7347.13486767],[ 73834.87758568]
-20029.55471123,[-77990.14770955],[ 19898.90719381]
 63489.33745617,[ 7002.9290196],[ 4315.21165966]
-41956.14726751,[ 9866.55454304],[ 14578.58231001]
 71048.89696852,[-49679.46202928],[ 78875.01690428]
 32655.13655914,[ 73733.01503358],[ 73974.31916791]
 48941.9687417,[-98991.03755953],[ 22614.41102297]
-19226.75646942,[ 32829.87078652],[ 3910.68339102]
 7975.7950728,[-10027.74371394],[ 96325.05438887]
-67555.34784416,[-49403.2272288],[ 88624.60121408]
-38253.16358464,[ 60788.89216577],[-28810.62506688]
 7563.6628343,[-10914.89149433],[ 65790.47561979]
 92752.28856212,[ 78368.7810687],[-91466.38990386]
 16721.52383739,[-94021.3695841],[ 46441.29969545]
-98875.21151003,[-19537.75187569],[ 33005.39234988]
 70110.42496537,[-22441.44367953],[ 63695.97585903]
-36937.87543704,[-44165.30439848],[-37449.6266623]
 73113.03358701,[ 38966.25746307],[ 56273.24275061]
 36773.99389486,[ 86587.33450291],[ 41841.00516985]
-73226.69971506,[-16622.23392708],[-61823.97252682]
-18233.92594148,[ 19673.24361908],[ 86428.8871372]
 65322.3005031,[-36622.65572513],[-34171.11222923]
-96018.72019664,[-31573.76307976],[-36710.64403804]
 99864.46824585,[ 76823.29893505],[ 22736.13258141]
 30773.73824808,[ 66393.65490607],[-84892.22601765]
-31060.08425285,[-27544.49407269],[-3861.29745855]
 35378.22229879,[-88317.55687138],[-93899.78687293]
 81724.15002051,[ 34689.47578488],[-33965.91002944]
-20309.2041708,[ 64292.4414018],[ 3695.11326031]
-70474.41460553,[ 75400.51184665],[ 61491.74949881]
-24895.65086417,[ 75382.63107498],[-67587.44011039]
-70970.37283657,[-36008.08115933],[ 45658.3308088]
-96419.71274498,[-47235.68773629],[-70347.47545875]
-37096.34307013,[-21009.20110756],[-2143.21852492]
-87572.83274852,[-33855.80227911],[ 81777.25631941]
-41332.40485678,[ 51575.32321304],[-44304.33646623]
 26121.18056034,[ 41415.58372485],[-54850.01939977]
-26859.47906853,[ 7756.88015992],[-56357.24246642]
-66109.32145364,[-85544.61705805],[-72554.89164937]
-52253.5124563,[-89343.93827483],[-26683.87122507]
 40556.40053362,[-48505.62162412],[ 9936.26755834]
-55291.70860795,[-16518.52681861],[-71436.38198373]
-26083.65278321,[ 41955.54359509],[ 35115.22412708]
-30499.62232479,[ 37199.95724336],[ 28038.02186936]
-26838.88123364,[-38804.76719465],[ 98232.39566054]
-94971.29259227,[ 64008.58992181],[-45831.98633975]
-35260.20504981,[-10436.4699409],[-33096.2346059]
-84421.94169234,[-13679.77348759],[-15705.58979598]
 67042.14401867,[ 35719.42852429],[ 80917.60886364]
 44001.25055461,[-81451.19152304],[-2952.46127189]
 84844.9984659,[ 50892.27656915],[-56529.36976815]
-6419.73654872,[-9287.42057151],[-23266.70357202]
-80520.84419439,[ 58551.62281555],[ 41335.36323291]
-41489.39471359,[-4634.79955445],[ 28736.71065113]
 92221.92568633,[-65403.74449386],[ 46235.80116223]
 29600.39477133,[ 65198.25800106],[ 38905.02190519]
 69181.1168115,[ 47348.63824634],[ 13647.03290926]
 22807.08539503,[-37931.53253227],[-29644.26863792]
-14971.7797383,[-61934.21738828],[-71865.05314722]
 41465.56284474,[ 45910.78799667],[-77338.0462482]
 11276.59105531,[-79171.881048],[ 22151.64505621]
-7985.04728583,[ 44244.47845593],[ 6472.57211829]
-15324.20441369,[ 22111.40459821],[ 50401.54678804]
 13734.31005377,[ 97.26930537],[ 57943.05630175]
 30639.69387684,[-83668.95108848],[-59095.09741951]
 44698.50504189,[-30512.96402038],[ 95520.57210717]
-52871.46584449,[-86406.05133213],[ 96853.10233672]
 45340.9727109,[ 83875.57298783],[ 9131.90101338]
-3603.64806049,[-26137.83665875],[ 49646.25272086]
 40049.94640816,[-68273.73828032],[-98006.68287332]
-90269.35202534,[-8495.21309079],[-55526.27659778]
 63632.80882735,[-80467.08470633],[ 49248.96931388]
 3188.04329777,[-95745.25688083],[-20294.44956029]
-73728.39445747,[-42269.84566224],[-93719.55240132]
 80203.74195254,[ 37516.01395176],[ 26745.49093194]
 47490.10725032,[-76592.97860713],[-64471.25850391]
-18438.21531478,[-29378.57507762],[-66638.99648358]
-99045.19522969,[-17381.80958441],[-85778.9845848]
-11777.71513706,[ 92472.50057384],[-93719.71649484]
 29770.54251848,[-18661.24423195],[-87826.62686606]
 2586.28518427,[ 87864.72318624],[ 11232.29907097]
 91455.53138432,[-62940.34241641],[ 53290.67955872]
-58641.04866359,[-22452.02033455],[-49138.12142102]
 75177.71099012,[-58053.47918715],[ 98067.29984742]
 90266.52866139,[ 58982.25042265],[-30543.16976721]
 75266.73251198,[ 65699.64639589],[ 23081.56942312]
 30168.18907046,[ 45986.91859373],[-6404.64099276]
 24682.57453142,[ 46531.9159294],[-1659.21542535]
 69390.46281477,[-25310.15483851],[-15897.60361895]
-11400.33952277,[ 82292.69563464],[-9707.06249978]
-91880.66975028,[ 60262.99620478],[-63450.70975512]
-60083.70580648,[ 85004.15982964],[ 74519.1451662]
 79735.83888664,[-78440.346173],[-83460.09902159]
-82280.66912246,[-51805.52987344],[ 5973.54395172]
 77738.21996367,[-61037.08680529],[-93027.28257323]
-94079.37536702,[ 68831.22957817],[ 68974.64754562]
 96253.73213193,[-55751.88700431],[ 19468.84851383]
 44533.95176921,[-65661.6881964],[-4452.6246193]
-55748.09824396,[-48013.03934031],[-83187.97754292]
 57635.08875811,[ 22517.68177816],[-96069.24119736]
 14607.6350717,[ 10000.85008498],[-17935.08180254]
 14165.68988181,[ 10730.76108578],[ 84500.07652958]
-75834.79979715,[ 77311.85805472],[-52964.49110179]
-33535.29682023,[-51469.3272334],[ 40457.53305652]
 70221.07955636,[-39221.17010231],[ 16391.44444901]
 34884.97310718,[ 8392.21815331],[ 68308.74834214]
-27657.44668381,[-47245.79539019],[ 67891.98738198]
-96086.68251328,[-32559.478814],[ 674.80293547]
-93400.20041958,[-38282.60188065],[ 23427.39858204]
 1844.33408484,[ 95669.5030382],[-72785.25241206]
-6723.46603002,[ 51412.40856744],[ 34171.31874275]
-11619.02530004,[ 28345.79325964],[ 23733.65782635]
-19016.05176832,[ 27762.30124452],[ 62589.17580181]
 38395.13152162,[-44912.27646962],[ 72522.38331984]
 65458.15984812,[-61296.236414],[ 176.93884171]
-71806.24044803,[-31201.45196345],[-89441.44156126]
-87687.46052079,[ 30803.21087085],[ 53574.74163196]
 89252.27548999,[-2498.58379663],[-20369.71268278]
-81541.66185216,[ 58562.96650848],[ 9063.4896559]
-61647.85160188,[-74528.3106872],[ 28019.21229394]
-45161.84354095,[-74575.78654952],[ 52314.06629535]
-36357.4523723,[ 34067.2665639],[-69506.95031266]
 74286.95904832,[-87522.1375703],[ 9355.94937958]
-84703.67504232,[ 77600.35799739],[-23172.2699696]
 34200.64911119,[-47164.66446483],[-38682.11322126]
-92114.27033153,[ 5111.60087882],[ 79758.35850425]
 25051.28965986,[ 19709.0574919],[-55577.88712188]
 31540.40567396,[ 80985.64517582],[-6446.00381907]
 89085.23968993,[ 57930.1083655],[ 61175.25416112]
-68096.76872536,[-89685.74575606],[-88287.06075782]
-48829.89899603,[-35957.47422139],[ 70716.46412575]
 76790.57850832,[-41396.04176994],[ 24898.77306131]
 56915.64648918,[-64842.87047655],[-20434.15673972]
-37170.40127239,[ 80996.71533543],[ 1917.94719485]
-62801.8225918,[ 36518.97769878],[ 58795.06411108]
-24777.85851181,[-87070.04334851],[ 44261.10540925]
-92192.93994308,[ 77627.48328635],[ 91904.60534168]
 73736.17807736,[ 27091.40195434],[-78746.27122234]
 68729.68899288,[ 46435.89503282],[-5799.63996934]
 86442.82806995,[ 42222.11830456],[-14703.45576312]
 30518.54470101,[-90430.5808315],[-93487.472563]
 3687.2701702,[-69551.5085539],[-440.89421921]
 38502.41179211,[-99826.53077236],[-11777.74605235]
 8358.74251836,[ 60387.002323],[ 87544.65736379]
-40187.95979923,[ 2273.40619201],[ 42869.13342591]
-47681.92932486,[ 87817.16483525],[ 41274.01045935]
 24489.15313187,[ 32464.85925349],[ 57487.75322583]
 12743.63108169,[ 67168.77414975],[-60750.57105042]
-45610.95861209,[-36083.5353371],[ 96285.76938227]
-54102.29296493,[-9213.44190137],[ 89564.33488234]
 53206.08215526,[-61080.17488218],[ 64737.13498836]
-72909.22421787,[ 39904.41077433],[ 89672.00202295]
 43987.12970836,[-9874.26911275],[ 40251.20719258]
 13721.56162954,[ 38776.94069126],[ 54368.21769193]
-55700.34688613,[-58189.47817437],[ 79488.14488022]
 14426.22017203,[-94907.28836695],[ 60523.00150513]
-32835.57265808,[-67160.03072813],[-27902.31029601]
-48955.80747436,[-10579.15090045],[ 30199.96781251]
-14540.75427564,[ 68505.78685268],[-7175.57985623]
-87268.12233427,[-42791.18018539],[ 64022.1053454]
 27466.6256559,[ 83937.32266566],[ 44622.52441214]
-68691.82362764,[ 30658.60562405],[-91177.8811358]
-29844.07655961,[ 7848.03120093],[ 22848.14425249]
 59555.71691654,[-99956.55537845],[ 74371.14024677]
-62238.51105433,[ 37207.84844842],[ 20728.55177146]
-86388.87665968,[ 43693.38089436],[-55707.53671704]
-60890.51091367,[-66656.00016218],[-23507.76722371]
-80510.66872145,[-75489.35930048],[-10586.35307634]
-83954.0654128,[-26903.14290845],[ 28259.56509595]
 59753.98000377,[-33670.25252611],[-86223.48135083]
 63790.35026103,[-25326.41502952],[-69646.08091921]
 15707.82416174,[ 39121.97334092],[-46882.12853877]
 4597.1802978,[-64052.06643668],[ 26862.34338242]
-45714.92725655,[ 94446.37874627],[-33149.15560567]
 73355.89299067,[-48018.76547432],[ 61360.65903068]
-24976.64635015,[ 5232.91842382],[ 50939.51528921]
 5302.38723344,[ 70894.49941709],[ 57436.7273967]
-42285.42415319,[ 73003.93399373],[-97829.70198579]
-37938.98368863,[-81849.48939941],[-35.75267129]
-55436.37149991,[ 57426.80299904],[ 48122.47951897]
-49317.05033459,[-5079.8416122],[-72790.39504171]
 97128.64908991,[-70466.36997711],[ 18799.63083143]
 45288.49348189,[-75571.12239503],[-68529.24429311]
-13162.10944738,[ 67362.96461655],[-64740.60717177]
 72854.76041544,[-80094.67450373],[ 60684.96719015]
-22504.23282951,[-95849.6943965],[ 76477.90405796]
-65457.83216427,[-5602.06197252],[ 30921.42424799]
-93718.46972808,[ 9089.93204088],[-6089.12721242]
-96821.06999798,[-49779.51694753],[-8593.16588731]
 76907.44356013,[ 1608.44481168],[-60790.91395769]
 73334.31609953,[-6534.53944848],[ 26236.95503871]
-28293.16011315,[ 57254.92255224],[ 51974.01338543]
 8516.41534227,[ 62769.31487078],[ 3327.32462445]
 88951.18076855,[-68891.90497929],[-61354.29487903]
-13574.16764782,[-75645.60660338],[-69665.35352985]
-91287.00662599,[-77261.01560977],[-94748.68543965]
-29026.83057775,[-77941.18383188],[ 65094.83348959]
-3152.22021973,[ 47170.6178128],[ 61099.15097268]
 2834.9662408,[ 12987.56982373],[ 10738.38945007]
 89255.9467384,[ 72935.90416742],[ 68042.09172653]
 89692.80818728,[-32658.07661387],[ 83610.44710803]
-63167.03587328,[-27843.52287505],[-49407.64986009]
-98667.60873579,[ 81737.21265876],[-31371.76159352]
-72405.58792899,[-2950.89559274],[ 64346.80577262]
-80619.39495925,[ 72796.06322761],[-90558.11427155]
-64367.27616634,[ 63516.71136043],[ 76782.66870183]
 89569.3813131,[ 70897.06661783],[ 89381.24944498]
-10259.78724541,[-33551.20274509],[-69080.07420853]
 17632.05080244,[-43085.31712931],[-23455.06017884]
-66370.74974354,[ 82271.79883502],[-28771.40278795]
-53326.94110033,[ 51219.58486838],[ 90475.28779547]
-47951.11764179,[ 27679.86390681],[ 80476.34208197]
 33533.25388685,[-25844.60129667],[-36118.77413194]
 37547.28970329,[ 23855.59739954],[-72130.03716548]
-47943.36410606,[-1825.89462085],[ 88543.23262997]
-18552.95311289,[-87671.91561248],[-2059.60526184]
 82983.17510541,[ 49675.26152087],[ 75673.27776988]
 77143.72955786,[ 7588.72214586],[ 17576.76448393]
 44708.25454202,[ 81733.82630991],[-39764.82170757]
 35358.88876709,[ 55221.22971731],[-705.44131014]
 79452.90616324,[-38929.19568615],[-98939.62609384]
-28454.28769063,[-58924.41842227],[ 32761.097955]
-78250.36095623,[-6533.27594621],[ 8008.62893903]
 87582.52084317,[ 32079.77067325],[ 88916.35600536]
 81531.92587843,[ 17633.97838067],[ 99099.62973101]
 38082.03282981,[ 13349.78413463],[-75830.17075189]
 70426.1306913,[ 12676.55936086],[ 86449.87228248]
-86141.38761786,[ 43030.18965396],[ 30126.48728938]
-39025.51167906,[ 42468.12527341],[-56934.26170182]
 58286.37629619,[ 74265.70791773],[-27213.73570691]
 84111.8217796,[ 37040.92969217],[ 34122.66296243]
-96090.75314004,[-43064.73723678],[ 54385.30402734]
 8251.34903209,[ 2739.72329185],[ 67728.19516655]
 42053.82247755,[ 71825.32659797],[-48578.23044374]
 55937.39603061,[-83732.63172889],[-75034.35719217]
 68770.25025124,[-90714.59142903],[ 19875.46719013]
 3854.32666685,[ 15040.85535108],[ 66001.57097563]
 87328.86354332,[ 68989.55092496],[ 5187.06177067]
 88584.26479268,[-10199.08564689],[ 56839.42111825]
 5280.5612229,[-66197.00753248],[-98561.42323686]
 22579.1811278,[ 75664.08454068],[-36564.54083251]
 75462.77777236,[ 94464.26755754],[ 74193.80242811]
 42214.18313854,[-23069.80611784],[ 73999.22378962]
 4345.27052545,[-11231.12344143],[ 31220.18271301]
-2999.29585731,[-27134.67707852],[-66975.39781771]
 64663.49481511,[ 7419.01053651],[-82878.52697231]
 85484.76659032,[-84921.22329277],[ 55512.33908597]
 24822.92982483,[-67928.7735814],[ 81266.35462582]
 29796.69812981,[-89359.90700264],[ 62957.42160926]
-46308.06663128,[-69870.27556902],[ 8610.70571131]
 85437.79709376,[ 61181.20337833],[-51460.26141598]
 70653.97033315,[-51438.83119361],[ 32798.66319534]
-90906.09583313,[ 87773.95940889],[-5510.11239412]
-61336.59810586,[ 3629.6322037],[-63933.35144164]
-12462.19160781,[ 3894.20731752],[ 92111.36816379]
 14413.80160239,[ 46136.57118845],[-35875.14247086]
 7790.90591274,[ 36265.6146869],[ 65645.37495005]
-15157.36383783,[ 53021.2464849],[-21805.36456142]
-74216.9156423,[ 67360.75565682],[ 47779.77810574]
